title_slug,tags,difficulty
custom-sort-string,"['Hash Table', 'String', 'Sorting']",Medium
decode-string,"['String', 'Stack', 'Recursion']",Medium
bitwise-ors-of-subarrays,"['Array', 'Dynamic Programming', 'Bit Manipulation']",Medium
design-an-ordered-stream,"['Array', 'Hash Table', 'Design', 'Data Stream']",Easy
replace-elements-in-an-array,"['Array', 'Hash Table', 'Simulation']",Medium
check-if-it-is-possible-to-split-array,"['Array', 'Dynamic Programming', 'Greedy']",Medium
relative-sort-array,"['Array', 'Hash Table', 'Sorting', 'Counting Sort']",Easy
count-palindromic-subsequences,"['String', 'Dynamic Programming']",Hard
concatenated-words,"['Array', 'String', 'Dynamic Programming', 'Depth-First Search', 'Trie']",Hard
design-an-atm-machine,"['Array', 'Greedy', 'Design']",Medium
minimum-costs-using-the-train-line,"['Array', 'Dynamic Programming']",Hard
number-of-boomerangs,"['Array', 'Hash Table', 'Math']",Medium
hasPathSum,[],N/A
equal-row-and-column-pairs,"['Array', 'Hash Table', 'Matrix', 'Simulation']",Medium
minimize-product-sum-of-two-arrays,"['Array', 'Greedy', 'Sorting']",Medium
sum-in-a-matrix,"['Array', 'Sorting', 'Heap (Priority Queue)', 'Matrix', 'Simulation']",Medium
score-of-parentheses,"['String', 'Stack']",Medium
maximum-score-of-a-good-subarray,"['Array', 'Two Pointers', 'Binary Search', 'Stack', 'Monotonic Stack']",Hard
sliding-window-maximum,"['Array', 'Queue', 'Sliding Window', 'Heap (Priority Queue)', 'Monotonic Queue']",Hard
max-points-on-a-line,"['Array', 'Hash Table', 'Math', 'Geometry']",Hard
longest-uncommon-subsequence-ii,"['Array', 'Hash Table', 'Two Pointers', 'String', 'Sorting']",Medium
max-pair-sum-in-an-array,"['Array', 'Hash Table']",Easy
number-of-dice-rolls-with-target-sum,['Dynamic Programming'],Medium
minimum-operations-to-halve-array-sum,"['Array', 'Greedy', 'Heap (Priority Queue)']",Medium
subarray-product-less-than-k,"['Array', 'Sliding Window']",Medium
minimum-index-sum-of-two-lists,"['Array', 'Hash Table', 'String']",Easy
relocate-marbles,"['Array', 'Hash Table', 'Sorting', 'Simulation']",Medium
number-of-good-paths,"['Array', 'Hash Table', 'Tree', 'Union Find', 'Graph', 'Sorting']",Hard
closest-divisors,['Math'],Medium
lonely-pixel-ii,"['Array', 'Hash Table', 'Matrix']",Medium
minimum-cost-to-connect-sticks,"['Array', 'Greedy', 'Heap (Priority Queue)']",Medium
triples-with-bitwise-and-equal-to-zero,"['Array', 'Hash Table', 'Bit Manipulation']",Hard
strong-password-checker-ii,['String'],Easy
minimum-number-of-keypresses,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']",Medium
make-the-prefix-sum-non-negative,"['Array', 'Greedy', 'Heap (Priority Queue)']",Medium
pascals-triangle-ii,"['Array', 'Dynamic Programming']",Easy
maximum-performance-of-a-team,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Hard
sum-of-k-mirror-numbers,"['Math', 'Enumeration']",Hard
minimum-time-to-complete-trips,"['Array', 'Binary Search']",Medium
reverse-pairs,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']",Hard
maximum-size-subarray-sum-equals-k,"['Array', 'Hash Table', 'Prefix Sum']",Medium
divide-array-in-sets-of-k-consecutive-numbers,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium
minimum-limit-of-balls-in-a-bag,"['Array', 'Binary Search']",Medium
shift-2d-grid,"['Array', 'Matrix', 'Simulation']",Easy
the-score-of-students-solving-math-expression,"['Array', 'Math', 'String', 'Dynamic Programming', 'Stack', 'Memoization']",Hard
escape-a-large-maze,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search']",Hard
sum-of-special-evenly-spaced-elements-in-array,"['Array', 'Dynamic Programming']",Hard
random-pick-index,"['Hash Table', 'Math', 'Reservoir Sampling', 'Randomized']",Medium
maximum-points-you-can-obtain-from-cards,"['Array', 'Sliding Window', 'Prefix Sum']",Medium
distant-barcodes,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']",Medium
make-lexicographically-smallest-array-by-swapping-elements,"['Array', 'Union Find', 'Sorting']",Medium
factor-combinations,['Backtracking'],Medium
orderly-queue,"['Math', 'String', 'Sorting']",Hard
two-best-non-overlapping-events,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting', 'Heap (Priority Queue)']",Medium
restore-the-array,"['String', 'Dynamic Programming']",Hard
sort-array-by-increasing-frequency,"['Array', 'Hash Table', 'Sorting']",Easy
minimum-time-to-visit-a-cell-in-a-grid,"['Array', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']",Hard
leftmost-column-with-at-least-a-one,"['Array', 'Binary Search', 'Matrix', 'Interactive']",Medium
stone-game-iii,"['Array', 'Math', 'Dynamic Programming', 'Game Theory']",Hard
largest-3-same-digit-number-in-string,['String'],Easy
maximum-69-number,"['Math', 'Greedy']",Easy
minimum-processing-time,"['Array', 'Greedy', 'Sorting']",Medium
minimum-time-to-revert-word-to-initial-state-i,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",Medium
count-hills-and-valleys-in-an-array,['Array'],Easy
number-of-equal-count-substrings,"['String', 'Counting', 'Prefix Sum']",Medium
expressive-words,"['Array', 'Two Pointers', 'String']",Medium
divide-array-into-arrays-with-max-difference,"['Array', 'Greedy', 'Sorting']",Medium
number-of-increasing-paths-in-a-grid,"['Array', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort', 'Memoization', 'Matrix']",Hard
minimum-deletions-to-make-array-beautiful,"['Array', 'Stack', 'Greedy']",Medium
abbreviating-the-product-of-a-range,['Math'],Hard
course-schedule-ii,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']",Medium
longest-univalue-path,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
factorial-trailing-zeroes,['Math'],Medium
3sum,"['Array', 'Two Pointers', 'Sorting']",Medium
number-of-strings-that-appear-as-substrings-in-word,['String'],Easy
encode-and-decode-tinyurl,"['Hash Table', 'String', 'Design', 'Hash Function']",Medium
index-pairs-of-a-string,"['Array', 'String', 'Trie', 'Sorting']",Easy
reduce-array-size-to-the-half,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Medium
walking-robot-simulation-ii,"['Design', 'Simulation']",Medium
minimum-difference-between-largest-and-smallest-value-in-three-moves,"['Array', 'Greedy', 'Sorting']",Medium
reconstruct-itinerary,"['Depth-First Search', 'Graph', 'Eulerian Circuit']",Hard
stone-game-ii,"['Array', 'Math', 'Dynamic Programming', 'Prefix Sum', 'Game Theory']",Medium
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,"['Array', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Medium
range-sum-of-sorted-subarray-sums,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Medium
logical-or-of-two-binary-grids-represented-as-quad-trees,"['Divide and Conquer', 'Tree']",Medium
find-all-people-with-secret,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph', 'Sorting']",Hard
number-of-great-partitions,"['Array', 'Dynamic Programming']",Hard
remove-letter-to-equalize-frequency,"['Hash Table', 'String', 'Counting']",Easy
maximum-number-of-fish-in-a-grid,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium
odd-string-difference,"['Array', 'Hash Table', 'String']",Easy
minimum-moves-to-move-a-box-to-their-target-location,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']",Hard
maximum-vacation-days,"['Array', 'Dynamic Programming', 'Matrix']",Hard
minimum-sum-of-values-by-dividing-array,"['Array', 'Binary Search', 'Dynamic Programming', 'Bit Manipulation', 'Segment Tree', 'Queue']",Hard
maximum-non-negative-product-in-a-matrix,"['Array', 'Dynamic Programming', 'Matrix']",Medium
intersection-of-two-linked-lists,"['Hash Table', 'Linked List', 'Two Pointers']",Easy
minimum-index-of-a-valid-split,"['Array', 'Hash Table', 'Sorting']",Medium
reverse-bits,"['Divide and Conquer', 'Bit Manipulation']",Easy
minimum-time-to-remove-all-cars-containing-illegal-goods,"['String', 'Dynamic Programming']",Hard
k-closest-points-to-origin,"['Array', 'Math', 'Divide and Conquer', 'Geometry', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']",Medium
bitwise-xor-of-all-pairings,"['Array', 'Bit Manipulation', 'Brainteaser']",Medium
maximum-running-time-of-n-computers,"['Array', 'Binary Search', 'Greedy', 'Sorting']",Hard
ugly-number,['Math'],Easy
count-the-number-of-complete-components,"['Depth-First Search', 'Breadth-First Search', 'Graph']",Medium
spiral-matrix-iv,"['Array', 'Linked List', 'Matrix', 'Simulation']",Medium
apple-redistribution-into-boxes,"['Array', 'Greedy', 'Sorting']",Easy
number-of-different-integers-in-a-string,"['Hash Table', 'String']",Easy
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy
binary-search-tree-iterator,"['Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator']",Medium
number-of-ways-to-form-a-target-string-given-a-dictionary,"['Array', 'String', 'Dynamic Programming']",Hard
longest-duplicate-substring,"['String', 'Binary Search', 'Sliding Window', 'Rolling Hash', 'Suffix Array', 'Hash Function']",Hard
nim-game,"['Math', 'Brainteaser', 'Game Theory']",Easy
connecting-cities-with-minimum-cost,"['Union Find', 'Graph', 'Heap (Priority Queue)', 'Minimum Spanning Tree']",Medium
number-of-steps-to-reduce-a-number-to-zero,"['Math', 'Bit Manipulation']",Easy
find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,"['Dynamic Programming', 'Graph', 'Shortest Path']",Medium
minimum-swaps-to-make-strings-equal,"['Math', 'String', 'Greedy']",Medium
sum-of-mutated-array-closest-to-target,"['Array', 'Binary Search', 'Sorting']",Medium
sort-linked-list-already-sorted-using-absolute-values,"['Linked List', 'Two Pointers', 'Sorting']",Medium
maximum-sum-of-distinct-subarrays-with-length-k,"['Array', 'Hash Table', 'Sliding Window']",Medium
collect-coins-in-a-tree,"['Array', 'Tree', 'Graph', 'Topological Sort']",Hard
insert-greatest-common-divisors-in-linked-list,"['Linked List', 'Math', 'Number Theory']",Medium
keyboard-row,"['Array', 'Hash Table', 'String']",Easy
find-the-celebrity,"['Two Pointers', 'Graph', 'Interactive']",Medium
check-if-all-characters-have-equal-number-of-occurrences,"['Hash Table', 'String', 'Counting']",Easy
reorder-log-files,[],N/A
jump-game-iii,"['Array', 'Depth-First Search', 'Breadth-First Search']",Medium
move-zeroes,"['Array', 'Two Pointers']",Easy
minimum-number-of-swaps-to-make-the-binary-string-alternating,"['String', 'Greedy']",Medium
minimum-number-of-removals-to-make-mountain-array,"['Array', 'Binary Search', 'Dynamic Programming', 'Greedy']",Hard
minimum-operations-to-make-the-integer-zero,"['Bit Manipulation', 'Brainteaser']",Medium
degree-of-an-array,"['Array', 'Hash Table']",Easy
sentence-similarity,"['Array', 'Hash Table', 'String']",Easy
longest-substring-with-at-most-k-distinct-characters,"['Hash Table', 'String', 'Sliding Window']",Medium
count-numbers-with-unique-digits,"['Math', 'Dynamic Programming', 'Backtracking']",Medium
kth-smallest-subarray-sum,"['Array', 'Binary Search', 'Sliding Window']",Medium
longest-increasing-path-in-a-matrix,"['Array', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort', 'Memoization', 'Matrix']",Hard
defanging-an-ip-address,['String'],Easy
longest-palindromic-subsequence,"['String', 'Dynamic Programming']",Medium
convex-polygon,"['Math', 'Geometry']",Medium
handling-sum-queries-after-update,"['Array', 'Segment Tree']",Hard
reorganize-string,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']",Medium
my-calendar-ii,"['Binary Search', 'Design', 'Segment Tree', 'Ordered Set']",Medium
sum-of-unique-elements,"['Array', 'Hash Table', 'Counting']",Easy
shortest-subarray-with-or-at-least-k-i,"['Array', 'Bit Manipulation', 'Sliding Window']",Easy
array-of-doubled-pairs,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium
find-leaves-of-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
max-consecutive-ones,['Array'],Easy
closest-leaf-in-a-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
maxProfitIII,[],N/A
maximize-the-minimum-powered-city,"['Array', 'Binary Search', 'Greedy', 'Queue', 'Sliding Window', 'Prefix Sum']",Hard
one-edit-distance,"['Two Pointers', 'String']",Medium
minimum-number-of-operations-to-make-arrays-similar,"['Array', 'Greedy', 'Sorting']",Hard
minimum-window-subsequence,"['String', 'Dynamic Programming', 'Sliding Window']",Hard
word-pattern-ii,"['Hash Table', 'String', 'Backtracking']",Medium
smallest-range-ii,"['Array', 'Math', 'Greedy', 'Sorting']",Medium
maximum-number-of-consecutive-values-you-can-make,"['Array', 'Greedy', 'Sorting']",Medium
minimum-absolute-sum-difference,"['Array', 'Binary Search', 'Sorting', 'Ordered Set']",Medium
minimum-consecutive-cards-to-pick-up,"['Array', 'Hash Table', 'Sliding Window']",Medium
squares-of-a-sorted-array,"['Array', 'Two Pointers', 'Sorting']",Easy
find-the-array-concatenation-value,"['Array', 'Two Pointers', 'Simulation']",Easy
strange-printer,"['String', 'Dynamic Programming']",Hard
all-oone-data-structure,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']",Hard
find-shortest-path-with-k-hops,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']",Hard
valid-word,['String'],Easy
filling-bookcase-shelves,"['Array', 'Dynamic Programming']",Medium
longest-repeating-substring,"['String', 'Binary Search', 'Dynamic Programming', 'Rolling Hash', 'Suffix Array', 'Hash Function']",Medium
longest-uploaded-prefix,"['Binary Search', 'Union Find', 'Design', 'Binary Indexed Tree', 'Segment Tree', 'Heap (Priority Queue)', 'Ordered Set']",Medium
add-two-integers,['Math'],Easy
rank-teams-by-votes,"['Array', 'Hash Table', 'String', 'Sorting', 'Counting']",Medium
distinct-subsequences-ii,"['String', 'Dynamic Programming']",Hard
paint-house,"['Array', 'Dynamic Programming']",Medium
count-of-interesting-subarrays,"['Array', 'Hash Table', 'Prefix Sum']",Medium
maximum-xor-product,"['Math', 'Greedy', 'Bit Manipulation']",Medium
number-of-steps-to-reduce-a-number-in-binary-representation-to-one,"['String', 'Bit Manipulation']",Medium
find-all-k-distant-indices-in-an-array,"['Array', 'Two Pointers']",Easy
maximum-number-of-jumps-to-reach-the-last-index,"['Array', 'Dynamic Programming']",Medium
find-the-most-competitive-subsequence,"['Array', 'Stack', 'Greedy', 'Monotonic Stack']",Medium
rotate-function,"['Array', 'Math', 'Dynamic Programming']",Medium
number-of-pairs-satisfying-inequality,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']",Hard
implement-trie-ii-prefix-tree,"['Hash Table', 'String', 'Design', 'Trie']",Medium
merge-k-sorted-lists,"['Linked List', 'Divide and Conquer', 'Heap (Priority Queue)', 'Merge Sort']",Hard
reward-top-k-students,"['Array', 'Hash Table', 'String', 'Sorting', 'Heap (Priority Queue)']",Medium
data-stream-as-disjoint-intervals,"['Binary Search', 'Design', 'Ordered Set']",Hard
number-of-orders-in-the-backlog,"['Array', 'Heap (Priority Queue)', 'Simulation']",Medium
take-gifts-from-the-richest-pile,"['Array', 'Heap (Priority Queue)', 'Simulation']",Easy
totalNQueens,[],N/A
maximum-square-area-by-removing-fences-from-a-field,"['Array', 'Hash Table', 'Enumeration']",Medium
valid-parentheses,"['String', 'Stack']",Easy
number-of-nodes-with-value-one,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
set-intersection-size-at-least-two,"['Array', 'Greedy', 'Sorting']",Hard
minimum-number-of-pushes-to-type-word-ii,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']",Medium
find-the-shortest-superstring,"['Array', 'String', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
palindrome-removal,"['Array', 'Dynamic Programming']",Hard
repeated-string-match,"['String', 'String Matching']",Medium
smallest-missing-integer-greater-than-sequential-prefix-sum,"['Array', 'Hash Table', 'Sorting']",Easy
majority-element,"['Array', 'Hash Table', 'Divide and Conquer', 'Sorting', 'Counting']",Easy
maximum-number-of-groups-getting-fresh-donuts,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Bitmask']",Hard
patching-array,"['Array', 'Greedy']",Hard
missing-ranges,['Array'],Easy
maximum-number-of-groups-entering-a-competition,"['Array', 'Math', 'Binary Search', 'Greedy']",Medium
single-threaded-cpu,"['Array', 'Sorting', 'Heap (Priority Queue)']",Medium
find-minimum-time-to-finish-all-jobs-ii,"['Array', 'Greedy', 'Sorting']",Medium
find-root-of-n-ary-tree,"['Hash Table', 'Bit Manipulation', 'Tree', 'Depth-First Search']",Medium
shortest-subarray-with-or-at-least-k-ii,"['Array', 'Bit Manipulation', 'Sliding Window']",Medium
minimum-jumps-to-reach-home,"['Array', 'Dynamic Programming', 'Breadth-First Search']",Medium
the-earliest-and-latest-rounds-where-players-compete,"['Dynamic Programming', 'Memoization']",Hard
incremental-memory-leak,"['Math', 'Simulation']",Medium
longest-binary-subsequence-less-than-or-equal-to-k,"['String', 'Dynamic Programming', 'Greedy', 'Memoization']",Medium
find-pattern-in-infinite-stream-i,"['Array', 'Sliding Window', 'Rolling Hash', 'String Matching', 'Hash Function']",Medium
repeated-substring-pattern,"['String', 'String Matching']",Easy
count-submatrices-with-top-left-element-and-sum-less-than-k,"['Array', 'Matrix', 'Prefix Sum']",Medium
split-message-based-on-limit,"['String', 'Binary Search']",Hard
merge-in-between-linked-lists,['Linked List'],Medium
sum-of-subarray-ranges,"['Array', 'Stack', 'Monotonic Stack']",Medium
find-the-winner-of-the-circular-game,"['Array', 'Math', 'Recursion', 'Queue', 'Simulation']",Medium
construct-string-from-binary-tree,"['String', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
the-number-of-weak-characters-in-the-game,"['Array', 'Stack', 'Greedy', 'Sorting', 'Monotonic Stack']",Medium
find-common-characters,"['Array', 'Hash Table', 'String']",Easy
number-of-ways-to-select-buildings,"['String', 'Dynamic Programming', 'Prefix Sum']",Medium
shuffle-the-array,['Array'],Easy
duplicate-zeros,"['Array', 'Two Pointers']",Easy
distribute-candies-to-people,"['Math', 'Simulation']",Easy
minimize-xor,"['Greedy', 'Bit Manipulation']",Medium
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,"['Array', 'Hash Table', 'Bit Manipulation', 'Breadth-First Search', 'Matrix']",Hard
count-the-number-of-infection-sequences,"['Array', 'Math', 'Combinatorics']",Hard
monotonic-array,['Array'],Easy
sum-of-all-subset-xor-totals,"['Array', 'Math', 'Backtracking', 'Bit Manipulation', 'Combinatorics', 'Enumeration']",Easy
read-n-characters-given-read4-ii-call-multiple-times,"['Array', 'Simulation', 'Interactive']",Hard
letter-case-permutation,"['String', 'Backtracking', 'Bit Manipulation']",Medium
count-unhappy-friends,"['Array', 'Simulation']",Medium
group-shifted-strings,"['Array', 'Hash Table', 'String']",Medium
di-string-match,"['Array', 'Two Pointers', 'String', 'Greedy']",Easy
decompress-run-length-encoded-list,['Array'],Easy
longer-contiguous-segments-of-ones-than-zeros,['String'],Easy
increasing-order-search-tree,"['Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Easy
video-stitching,"['Array', 'Dynamic Programming', 'Greedy']",Medium
maximum-prime-difference,"['Array', 'Math', 'Number Theory']",Medium
count-number-of-ways-to-place-houses,['Dynamic Programming'],Medium
two-sum-bsts,"['Two Pointers', 'Binary Search', 'Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium
pascals-triangle,"['Array', 'Dynamic Programming']",Easy
maximum-segment-sum-after-removals,"['Array', 'Union Find', 'Prefix Sum', 'Ordered Set']",Hard
maximum-tastiness-of-candy-basket,"['Array', 'Binary Search', 'Greedy', 'Sorting']",Medium
make-costs-of-paths-equal-in-a-binary-tree,"['Array', 'Dynamic Programming', 'Greedy', 'Tree', 'Binary Tree']",Medium
swim-in-rising-water,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Heap (Priority Queue)', 'Matrix']",Hard
convert-1d-array-into-2d-array,"['Array', 'Matrix', 'Simulation']",Easy
soup-servings,"['Math', 'Dynamic Programming', 'Probability and Statistics']",Medium
odd-even-linked-list,['Linked List'],Medium
can-convert-string-in-k-moves,"['Hash Table', 'String']",Medium
searchMatrix2,[],N/A
meeting-rooms-iii,"['Array', 'Hash Table', 'Sorting', 'Heap (Priority Queue)', 'Simulation']",Hard
finding-3-digit-even-numbers,"['Array', 'Hash Table', 'Sorting', 'Enumeration']",Easy
rearrange-spaces-between-words,['String'],Easy
shortest-distance-to-target-color,"['Array', 'Binary Search', 'Dynamic Programming']",Medium
numDistinct,[],N/A
check-if-n-and-its-double-exist,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting']",Easy
merge-two-2d-arrays-by-summing-values,"['Array', 'Hash Table', 'Two Pointers']",Easy
second-minimum-time-to-reach-destination,"['Breadth-First Search', 'Graph', 'Shortest Path']",Hard
first-unique-number,"['Array', 'Hash Table', 'Design', 'Queue', 'Data Stream']",Medium
average-height-of-buildings-in-each-segment,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Medium
number-of-ways-to-wear-different-hats-to-each-other,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
check-knight-tour-configuration,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix', 'Simulation']",Medium
remove-comments,"['Array', 'String']",Medium
coordinate-with-maximum-network-quality,"['Array', 'Enumeration']",Medium
find-xor-sum-of-all-pairs-bitwise-and,"['Array', 'Math', 'Bit Manipulation']",Hard
product-of-array-except-self,"['Array', 'Prefix Sum']",Medium
valid-palindrome-iv,"['Two Pointers', 'String']",Medium
maximal-square,"['Array', 'Dynamic Programming', 'Matrix']",Medium
add-and-search-word-data-structure-design,[],N/A
range-sum-query-2d-mutable,"['Array', 'Design', 'Binary Indexed Tree', 'Segment Tree', 'Matrix']",Hard
longest-zigzag-path-in-a-binary-tree,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
maximum-score-from-performing-multiplication-operations,"['Array', 'Dynamic Programming']",Hard
number-of-flowers-in-full-bloom,"['Array', 'Hash Table', 'Binary Search', 'Sorting', 'Prefix Sum', 'Ordered Set']",Hard
find-the-longest-substring-containing-vowels-in-even-counts,"['Hash Table', 'String', 'Bit Manipulation', 'Prefix Sum']",Medium
excel-sheet-column-title,"['Math', 'String']",Easy
prime-subtraction-operation,"['Array', 'Math', 'Binary Search', 'Greedy', 'Number Theory']",Medium
number-of-students-doing-homework-at-a-given-time,['Array'],Easy
number-of-ways-to-earn-points,"['Array', 'Dynamic Programming']",Hard
count-days-spent-together,"['Math', 'String']",Easy
maximal-range-that-each-element-is-maximum-in-it,"['Array', 'Stack', 'Monotonic Stack']",Medium
minimum-skips-to-arrive-at-meeting-on-time,"['Array', 'Dynamic Programming']",Hard
largest-rectangle-in-histogram,"['Array', 'Stack', 'Monotonic Stack']",Hard
champagne-tower,['Dynamic Programming'],Medium
count-number-of-rectangles-containing-each-point,"['Array', 'Binary Search', 'Binary Indexed Tree', 'Sorting']",Medium
k-th-smallest-prime-fraction,"['Array', 'Two Pointers', 'Binary Search', 'Sorting', 'Heap (Priority Queue)']",Medium
number-of-ways-to-divide-a-long-corridor,"['Math', 'String', 'Dynamic Programming']",Hard
difference-of-number-of-distinct-values-on-diagonals,"['Array', 'Hash Table', 'Matrix']",Medium
maximize-grid-happiness,"['Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Bitmask']",Hard
letter-combinations-of-a-phone-number,"['Hash Table', 'String', 'Backtracking']",Medium
minimum-number-of-work-sessions-to-finish-the-tasks,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Medium
strobogrammatic-number-iii,"['Array', 'String', 'Recursion']",Hard
maximum-binary-tree,"['Array', 'Divide and Conquer', 'Stack', 'Tree', 'Monotonic Stack', 'Binary Tree']",Medium
add-edges-to-make-degrees-of-all-nodes-even,"['Hash Table', 'Graph']",Hard
greatest-sum-divisible-by-three,"['Array', 'Dynamic Programming', 'Greedy', 'Sorting']",Medium
minimum-operations-to-make-median-of-array-equal-to-k,"['Array', 'Greedy', 'Sorting']",Medium
minimum-factorization,"['Math', 'Greedy']",Medium
build-a-matrix-with-conditions,"['Array', 'Graph', 'Topological Sort', 'Matrix']",Hard
remove-duplicates-from-an-unsorted-linked-list,"['Hash Table', 'Linked List']",Medium
read-n-characters-given-read4,"['Array', 'Simulation', 'Interactive']",Easy
design-linked-list,"['Linked List', 'Design']",Medium
next-palindrome-using-same-digits,"['Two Pointers', 'String']",Hard
top-k-frequent-words,"['Hash Table', 'String', 'Trie', 'Sorting', 'Heap (Priority Queue)', 'Bucket Sort', 'Counting']",Medium
equal-sum-arrays-with-minimum-number-of-operations,"['Array', 'Hash Table', 'Greedy', 'Counting']",Medium
count-special-integers,"['Math', 'Dynamic Programming']",Hard
find-lucky-integer-in-an-array,"['Array', 'Hash Table', 'Counting']",Easy
design-an-expression-tree-with-evaluate-function,"['Math', 'Stack', 'Tree', 'Design', 'Binary Tree']",Medium
minimum-swaps-to-make-sequences-increasing,"['Array', 'Dynamic Programming']",Hard
path-with-minimum-effort,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Heap (Priority Queue)', 'Matrix']",Medium
design-most-recently-used-queue,"['Array', 'Hash Table', 'Stack', 'Design', 'Binary Indexed Tree', 'Ordered Set']",Medium
minimum-score-after-removals-on-a-tree,"['Array', 'Bit Manipulation', 'Tree', 'Depth-First Search']",Hard
image-smoother,"['Array', 'Matrix']",Easy
maximum-frequency-score-of-a-subarray,"['Array', 'Hash Table', 'Math', 'Sliding Window']",Hard
find-if-path-exists-in-graph,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Easy
asteroid-collision,"['Array', 'Stack', 'Simulation']",Medium
determine-the-winner-of-a-bowling-game,"['Array', 'Simulation']",Easy
count-good-nodes-in-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
binary-tree-coloring-game,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
count-different-palindromic-subsequences,"['String', 'Dynamic Programming']",Hard
remove-sub-folders-from-the-filesystem,"['Array', 'String', 'Depth-First Search', 'Trie']",Medium
maximum-score-words-formed-by-letters,"['Array', 'String', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Hard
shortest-subarray-with-sum-at-least-k,"['Array', 'Binary Search', 'Queue', 'Sliding Window', 'Heap (Priority Queue)', 'Prefix Sum', 'Monotonic Queue']",Hard
painting-a-grid-with-three-different-colors,['Dynamic Programming'],Hard
most-frequent-number-following-key-in-an-array,"['Array', 'Hash Table', 'Counting']",Easy
frog-jump-ii,"['Array', 'Binary Search', 'Greedy']",Medium
count-sorted-vowel-strings,"['Math', 'Dynamic Programming', 'Combinatorics']",Medium
design-hit-counter,"['Array', 'Binary Search', 'Design', 'Queue', 'Data Stream']",Medium
maximum-number-of-occurrences-of-a-substring,"['Hash Table', 'String', 'Sliding Window']",Medium
